model,types,filter,count,min,max,mean,std,bin_count,shannon_entropy,desequilibrium,complexity
meta-llama/Llama-3.2-3B,embedding-other,2 sigma,3060101489,-0.03955078125,0.039306640625,-2.802937080824591e-05,0.016593843842315444,2456,6.927661418914795,0.0006199810886755586,0.004295019068474459
meta-llama/Llama-3.2-3B,embedding-other,3 sigma,3188923560,-0.059326171875,0.05908203125,-1.1859850191432947e-05,0.01876218878092557,3552,7.001429557800293,0.0006903293542563915,0.004833292345507889
meta-llama/Llama-3.2-3B,embedding-other,4 sigma,3207332634,-0.0791015625,0.0791015625,-1.0355148825424998e-05,0.01937924861478077,4731,7.021363258361816,0.0007507741684094071,0.005271458161396958
meta-llama/Llama-3.2-3B,embedding,0 sigma,394002432,-0.2470703125,0.3359375,-5.963520058297508e-05,0.02080846520771956,7976,6.735879898071289,0.0011631769593805075,0.007835020298590845
meta-llama/Llama-3.2-3B,embedding,1 sigma,275638995,-0.020751953125,0.0206298828125,-4.5271525011364956e-05,0.011039102052661297,755,6.417407035827637,0.00034069374669343233,0.0021863704470929113
meta-llama/Llama-3.2-3B,embedding,2 sigma,375109586,-0.04150390625,0.04150390625,-1.0182553005157005e-05,0.01775130393576588,1200,6.640435218811035,0.0005183567409403622,0.0034421143584484892
meta-llama/Llama-3.2-3B,embedding,3 sigma,391657684,-0.062255859375,0.062255859375,-2.9696442375301387e-05,0.02007778190410846,1716,6.716899394989014,0.0007119798683561385,0.004782297147005704
meta-llama/Llama-3.2-3B,embedding,4 sigma,393678173,-0.0830078125,0.0830078125,-5.2776070745926266e-05,0.020638896423820358,2287,6.735337734222412,0.0008464460261166096,0.00570109985968581
meta-llama/Llama-3.2-3B,norm-embedding-other,0 sigma,3212749824,-1.0234375,2.34375,9.175500744954165e-06,0.020030968921078134,100499,7.030317783355713,0.0009494030382484198,0.0066746050633698095
meta-llama/Llama-3.2-3B,norm-embedding-other,1 sigma,2307592239,-0.02001953125,0.02001953125,-2.0650331686956366e-06,0.01055152629293858,1571,6.7196149826049805,0.0006610856507904828,0.004442241043836892
meta-llama/Llama-3.2-3B,norm-embedding-other,2 sigma,3068942348,-0.0400390625,0.0400390625,-4.545514930647377e-06,0.016707351473569144,2503,6.932939529418945,0.000622617662884295,0.004316570606724968
meta-llama/Llama-3.2-3B,norm-embedding-other,3 sigma,3190605125,-0.06005859375,0.06005859375,-7.379052013126913e-06,0.018807301549699014,3604,7.002963542938232,0.0006939125014469028,0.004859443949621733
meta-llama/Llama-3.2-3B,norm-embedding-other,4 sigma,3207663202,-0.080078125,0.080078125,-1.0398934274937838e-05,0.01939512950114801,4814,7.022643089294434,0.0007535457843914628,0.0052918830952236595
meta-llama/Llama-3.2-3B,norm-embedding,0 sigma,394177536,-0.2734375,2.34375,0.00010847858695082287,0.02268812087926111,35566,6.73614501953125,0.001263679238036275,0.008512326605583098
meta-llama/Llama-3.2-3B,norm-embedding,1 sigma,291520003,-0.0224609375,0.022705078125,7.017449083430168e-05,0.0118680071705522,792,6.452029228210449,0.0003413046943023801,0.0022021078633643887
meta-llama/Llama-3.2-3B,norm-embedding,2 sigma,381009577,-0.045166015625,0.04541015625,6.783732873449919e-06,0.018423444106068214,1281,6.6574296951293945,0.0005570520297624171,0.0037085347246724187
meta-llama/Llama-3.2-3B,norm-embedding,3 sigma,392660763,-0.06787109375,0.06787109375,-3.7105133486488943e-05,0.02031913622640422,1868,6.72538948059082,0.0007537587080150843,0.005069320885788375
meta-llama/Llama-3.2-3B,norm-embedding,4 sigma,393844343,-0.09033203125,0.0908203125,-5.54681198633961e-05,0.02071045108092285,2490,6.737458229064941,0.00088144326582551,0.005938687184789959
meta-llama/Llama-3.2-3B,norm-other,0 sigma,2818747392,-1.0234375,2.34375,1.8793809837771856e-05,0.019919854902939006,98149,7.018747329711914,0.0009594091097824275,0.006733850127386698
meta-llama/Llama-3.2-3B,norm-other,1 sigma,2030230545,-0.0198974609375,0.0198974609375,-1.713898373369485e-06,0.010474135910190651,1513,6.713301658630371,0.0006395477103069425,0.004293476704376853
meta-llama/Llama-3.2-3B,norm-other,2 sigma,2693775248,-0.039794921875,0.039794921875,-3.879348788779658e-06,0.01655811669605166,2388,6.915017604827881,0.0006191486609168351,0.004281423890245523
meta-llama/Llama-3.2-3B,norm-other,3 sigma,2798730008,-0.0595703125,0.0595703125,-4.674749823116002e-06,0.018616717900532726,3474,6.989006519317627,0.0006950205424800515,0.004857503102452754
meta-llama/Llama-3.2-3B,norm-other,4 sigma,2813943304,-0.07958984375,0.07958984375,-4.800809064925128e-06,0.01921261507079184,4626,7.009123802185059,0.0007563657127320766,0.005301460920267065
meta-llama/Llama-3.2-3B,norm,0 sigma,175104,-0.2734375,2.34375,0.37838219672615764,0.20328703544633478,441,4.297175407409668,0.015380837954580784,0.06609415860377776
meta-llama/Llama-3.2-3B,norm,1 sigma,158988,0.17578125,0.578125,0.368443214611716,0.08633096644427331,71,4.002527236938477,0.006428488530218601,0.025730200434546546
meta-llama/Llama-3.2-3B,norm,2 sigma,171369,-0.028076171875,0.78125,0.355796154931254,0.10827589176958043,139,4.208871841430664,0.01095215231180191,0.04609620546820281
meta-llama/Llama-3.2-3B,norm,3 sigma,172080,-0.162109375,0.984375,0.3561024597111218,0.11211953209180588,197,4.231163501739502,0.012959795072674751,0.054835011901524844
meta-llama/Llama-3.2-3B,norm,4 sigma,172288,-0.2734375,1.1875,0.3569899694703486,0.1149867680975322,251,4.237844467163086,0.014028250239789486,0.05944954266267111
meta-llama/Llama-3.2-3B,other,0 sigma,2818572288,-1.0234375,1.0546875,-4.712042960940992e-06,0.01963068024018586,60270,7.016576766967773,0.0009544599452055991,0.0066970414765309405
meta-llama/Llama-3.2-3B,other,1 sigma,2006642536,-0.01953125,0.01953125,-1.7246573850647399e-06,0.0103150581645174,1484,6.706457138061523,0.000634779513347894,0.0042571215983872035
meta-llama/Llama-3.2-3B,other,2 sigma,2684470176,-0.0390625,0.0390625,-3.836459790183283e-06,0.01642256916148988,2360,6.91237735748291,0.0006169522530399263,0.004264606784561253
meta-llama/Llama-3.2-3B,other,3 sigma,2797473782,-0.058837890625,0.058837890625,-4.671711729736373e-06,0.01857843267160321,3439,6.988290309906006,0.0006921697640791535,0.004837083255124275
meta-llama/Llama-3.2-3B,other,4 sigma,2813484861,-0.078125,0.078125,-4.823602016725764e-06,0.019187703567505446,4529,7.005533218383789,0.0007549355505034328,0.005288726076790651
meta-llama/Llama-4-Scout-17B-16E,bias-embedding-other,0 sigma,108641099776,-6.6875,7.3125,6.754331540399365e-07,0.014293362885732179,2011935,7.224187850952148,0.0008741284254938364,0.006314867951624503
meta-llama/Llama-4-Scout-17B-16E,bias-embedding-other,1 sigma,81596546624,-0.0142822265625,0.0142822265625,-5.808535790166128e-07,0.007478180263755011,5179,6.9445366859436035,0.0009534552227705717,0.006621304772934766
meta-llama/Llama-4-Scout-17B-16E,bias-embedding-other,2 sigma,105114285298,-0.028564453125,0.028564453125,-6.540558053041554e-07,0.011403230587320078,8495,7.12764835357666,0.0008107665926218033,0.005778859169035755
meta-llama/Llama-4-Scout-17B-16E,bias-embedding-other,3 sigma,107667824552,-0.042724609375,0.042724609375,-4.281905633309829e-07,0.012378728260204832,12426,7.1840128898620605,0.0008096161764115095,0.00581629304718112
meta-llama/Llama-4-Scout-17B-16E,bias-embedding-other,4 sigma,108049121116,-0.05712890625,0.05712890625,-2.474926585272683e-07,0.012696759248925353,16573,7.1985764503479,0.0008236531284637749,0.005929130013814704
meta-llama/Llama-4-Scout-17B-16E,bias-embedding,0 sigma,1036558336,-6.6875,7.3125,1.8145710087929317e-05,0.05394251939804977,101459,6.867683410644531,0.0011639490257948637,0.007993633415287249
meta-llama/Llama-4-Scout-17B-16E,bias-embedding,1 sigma,719225852,-0.0537109375,0.053955078125,9.941371940863716e-05,0.02861105889563293,1046,6.5583696365356445,0.0006402127910405397,0.004198752129682015
meta-llama/Llama-4-Scout-17B-16E,bias-embedding,2 sigma,986521709,-0.107421875,0.107421875,4.5145293572378906e-05,0.04647354308620338,1623,6.771427154541016,0.0006357072270475328,0.004304645179567634
meta-llama/Llama-4-Scout-17B-16E,bias-embedding,3 sigma,1032301809,-0.1611328125,0.1611328125,5.4030075203421774e-05,0.05263471048642236,2333,6.848600387573242,0.0007556545315310359,0.005175175917514929
meta-llama/Llama-4-Scout-17B-16E,bias-embedding,4 sigma,1036244371,-0.21484375,0.21484375,4.964489198564566e-05,0.053667344190042536,3082,6.860928535461426,0.0008554287487640977,0.005869035512449661
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding-other,0 sigma,108641793536,-6.6875,7.3125,4.523978736500352e-06,0.01444497946562972,2004569,7.224115371704102,0.0008741290075704455,0.006314808800442107
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding-other,1 sigma,82012762283,-0.014404296875,0.014404296875,-5.766199886554653e-07,0.00752912955483418,5205,6.947626113891602,0.0009494236437603831,0.006596240500535755
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding-other,2 sigma,105228750692,-0.02880859375,0.02880859375,-6.478380197210115e-07,0.011436376018575991,8571,7.129912853240967,0.0008100881823338568,0.005775858143480778
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding-other,3 sigma,107689250285,-0.043212890625,0.043212890625,-4.132118506226229e-07,0.012392359763990347,12569,7.184564113616943,0.0008102254942059517,0.005821117009609633
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding-other,4 sigma,108057856649,-0.0576171875,0.0576171875,-2.3157333408222863e-07,0.01270666197326048,16715,7.198946475982666,0.0008240255992859602,0.005932116184099168
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding,0 sigma,1037252096,-6.6875,7.3125,0.00042123072289876264,0.05800159447129769,101128,6.8700056076049805,0.0011642980389297009,0.007998734056370527
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding,1 sigma,753918820,-0.057373046875,0.058349609375,0.0003314956184766044,0.030408587792184607,1084,6.593326091766357,0.0006060093292035162,0.003995617122091372
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding,2 sigma,1001215533,-0.115234375,0.1162109375,0.000136811977107677,0.048056367441307896,1725,6.7931060791015625,0.0006510491948574781,0.0044226462433805125
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding,3 sigma,1034465704,-0.1728515625,0.173828125,7.047818497045223e-05,0.05309222682058546,2529,6.859652519226074,0.0007802200270816684,0.005352038274321402
meta-llama/Llama-4-Scout-17B-16E,bias-norm-embedding,4 sigma,1036617963,-0.2314453125,0.232421875,6.135036399243298e-05,0.05374292997918143,3327,6.862015724182129,0.0008787784026935697,0.00603019121735493
meta-llama/Llama-4-Scout-17B-16E,bias-norm-other,0 sigma,107605666048,-6.6875,7.3125,3.979055168901345e-06,0.013522380149860862,2043079,7.207192420959473,0.0008830900187604129,0.006364599690235007
meta-llama/Llama-4-Scout-17B-16E,bias-norm-other,1 sigma,78542771895,-0.01348876953125,0.01348876953125,-5.385617988448428e-07,0.0071382023034037125,5075,6.9242072105407715,0.000982739613391459,0.0068046927171291904
meta-llama/Llama-4-Scout-17B-16E,bias-norm-other,2 sigma,103822472840,-0.0269775390625,0.0269775390625,-6.994888254418358e-07,0.011144975896129394,8084,7.1122918128967285,0.000817603780888021,0.005815036677003282
meta-llama/Llama-4-Scout-17B-16E,bias-norm-other,3 sigma,106965451201,-0.04052734375,0.04052734375,-5.187645794969978e-07,0.012232121909806886,11850,7.177944183349609,0.0008096956880763173,0.0058119504545106615
meta-llama/Llama-4-Scout-17B-16E,bias-norm-other,4 sigma,107268725469,-0.053955078125,0.053955078125,-4.0761054910172714e-07,0.01245478927028877,15791,7.1902971267700195,0.0008257331210188568,0.005937266487540727
meta-llama/Llama-4-Scout-17B-16E,bias-norm,0 sigma,1124608,-6.6875,7.3125,0.3322030147976697,0.5758102373855299,1152,4.941999435424805,0.0112461531534791,0.055578482535194595
meta-llama/Llama-4-Scout-17B-16E,bias-norm,1 sigma,850181,-0.2421875,0.90625,0.17587863011308547,0.2869448759744729,131,4.579678535461426,0.0069465176202356815,0.031812817641597935
meta-llama/Llama-4-Scout-17B-16E,bias-norm,2 sigma,1054115,-0.8125,1.4765625,0.24180734550087268,0.4415431130207866,215,4.870466232299805,0.007387977093458176,0.0359828929586925
meta-llama/Llama-4-Scout-17B-16E,bias-norm,3 sigma,1116271,-1.390625,2.046875,0.31869383401386875,0.5503031102997358,286,4.919036388397217,0.008640878833830357,0.04250479741134283
meta-llama/Llama-4-Scout-17B-16E,bias-norm,4 sigma,1124019,-1.96875,2.625,0.3314593277280073,0.5722060301190474,375,4.929112434387207,0.00954863615334034,0.0470663011948691
meta-llama/Llama-4-Scout-17B-16E,bias-other,0 sigma,107604972288,-6.6875,7.3125,9.344845600999727e-08,0.013358721101476092,2027885,7.20672607421875,0.0008831824525259435,0.0063648540089111805
meta-llama/Llama-4-Scout-17B-16E,bias-other,1 sigma,77863186126,-0.0133056640625,0.0133056640625,-5.293670804104745e-07,0.007058689500882112,5019,6.918886184692383,0.0009885183535516262,0.006839445979703207
meta-llama/Llama-4-Scout-17B-16E,bias-other,2 sigma,103595518494,-0.026611328125,0.026611328125,-7.028155432597435e-07,0.011086170939089174,8015,7.10856819152832,0.0008198150899261236,0.005827711471183772
meta-llama/Llama-4-Scout-17B-16E,bias-other,3 sigma,106937661378,-0.0400390625,0.0400390625,-5.269481681636258e-07,0.012216400973966061,11662,7.177134037017822,0.0008087435271590948,0.005804460695991387
meta-llama/Llama-4-Scout-17B-16E,bias-other,4 sigma,107260590689,-0.05322265625,0.05322265625,-4.223902359973634e-07,0.012446564904777616,15460,7.189262866973877,0.000824657385237515,0.005928678717663838
meta-llama/Llama-4-Scout-17B-16E,bias,0 sigma,430848,-6.6875,7.3125,-0.10331995299148783,0.2092467622101292,2432,4.709809303283691,0.012636194936931133,0.05951406847206453
meta-llama/Llama-4-Scout-17B-16E,bias,1 sigma,356622,-0.3125,0.10546875,-0.07721881255660483,0.10648506214243185,89,4.34173583984375,0.0039039759431034327,0.016950032270059978
meta-llama/Llama-4-Scout-17B-16E,bias,2 sigma,415763,-0.51953125,0.314453125,-0.09790316089345028,0.1472754582048918,149,4.557456970214844,0.0069362143985927105,0.03161149865777091
meta-llama/Llama-4-Scout-17B-16E,bias,3 sigma,423934,-0.73046875,0.5234375,-0.10087809040718207,0.16204499773929099,222,4.635082244873047,0.008734790608286858,0.040486472861154255
meta-llama/Llama-4-Scout-17B-16E,bias,4 sigma,428418,-0.9375,0.73046875,-0.10506960690983998,0.17763764940176938,290,4.6682891845703125,0.00976075604557991,0.04556603188080999
meta-llama/Llama-4-Scout-17B-16E,embedding-other,0 sigma,108640668928,-2.0,2.125,1.0851828965143874e-06,0.014285834147265001,599413,7.224833011627197,0.0008728122338652611,0.006305922640181816
meta-llama/Llama-4-Scout-17B-16E,embedding-other,1 sigma,81596481770,-0.0142822265625,0.0142822265625,-5.807916855765042e-07,0.007478179880826539,5166,6.944328308105469,0.0009530131937935948,0.006618036499658864
meta-llama/Llama-4-Scout-17B-16E,embedding-other,2 sigma,105114174767,-0.028564453125,0.028564453125,-6.536743448421176e-07,0.011403226103707958,8495,7.127648830413818,0.0008107665926218033,0.005778859555639393
meta-llama/Llama-4-Scout-17B-16E,embedding-other,3 sigma,107667681119,-0.042724609375,0.042724609375,-4.269270489463867e-07,0.012378711414015475,12473,7.1841912269592285,0.0008098864927887917,0.0058183794363260155
meta-llama/Llama-4-Scout-17B-16E,embedding-other,4 sigma,108048950734,-0.05712890625,0.05712890625,-2.44610505148855e-07,0.012696720364022597,16512,7.198419570922852,0.0008234540582634509,0.005927567808759471
meta-llama/Llama-4-Scout-17B-16E,embedding,0 sigma,1036127488,-2.0,2.125,6.111630363459575e-05,0.05374343159267029,29683,6.86313009262085,0.0011447217548266053,0.007856374323228221
meta-llama/Llama-4-Scout-17B-16E,embedding,1 sigma,716876564,-0.053466796875,0.0537109375,0.00010009364254811609,0.028500553654163357,1048,6.557738780975342,0.0006445574690587819,0.004226839511414088
meta-llama/Llama-4-Scout-17B-16E,embedding,2 sigma,986291078,-0.107421875,0.107421875,4.69884262220244e-05,0.04647317268668584,1623,6.771417617797852,0.0006357584497891366,0.004304985967566011
meta-llama/Llama-4-Scout-17B-16E,embedding,3 sigma,1032025493,-0.1611328125,0.1611328125,5.953038784513902e-05,0.05262924105360881,2349,6.852691650390625,0.0007541191298514605,0.005167745864532947
meta-llama/Llama-4-Scout-17B-16E,embedding,4 sigma,1035927670,-0.21484375,0.21484375,6.097779951994458e-05,0.05365044027991002,3103,6.863828182220459,0.0008542875293642282,0.005863682819769678
meta-llama/Llama-4-Scout-17B-16E,norm-embedding-other,0 sigma,108641362688,-3.28125,6.59375,4.9337411248966856e-06,0.014437530327663787,1429646,7.224431037902832,0.0008738795295357704,0.006313282396566144
meta-llama/Llama-4-Scout-17B-16E,norm-embedding-other,1 sigma,82012697086,-0.014404296875,0.014404296875,-5.765606797360166e-07,0.007529129174863076,5219,6.948204040527344,0.0009497656719759107,0.00659916567957719
meta-llama/Llama-4-Scout-17B-16E,norm-embedding-other,2 sigma,105228639745,-0.02880859375,0.02880859375,-6.474410996097925e-07,0.011436371467147684,8538,7.129673957824707,0.000809694523923099,0.0057728579610077935
meta-llama/Llama-4-Scout-17B-16E,norm-embedding-other,3 sigma,107689105579,-0.043212890625,0.043212890625,-4.118808455761444e-07,0.012392342145978594,12616,7.184757232666016,0.0008104827138595283,0.005823121540353027
meta-llama/Llama-4-Scout-17B-16E,norm-embedding-other,4 sigma,108057685758,-0.0576171875,0.0576171875,-2.2866423449891568e-07,0.012706622553285916,16778,7.199183464050293,0.000824193877633661,0.005933522935031743
meta-llama/Llama-4-Scout-17B-16E,norm-embedding,0 sigma,1036821248,-3.28125,6.59375,0.0004643400646557865,0.05781794243967588,71074,6.866914749145508,0.0011627827771008015,0.007984730202125867
meta-llama/Llama-4-Scout-17B-16E,norm-embedding,1 sigma,751728589,-0.05712890625,0.05810546875,0.00033271367735877,0.0303018534362153,1084,6.592519760131836,0.0006086876383051276,0.004012785283274534
meta-llama/Llama-4-Scout-17B-16E,norm-embedding,2 sigma,1000241115,-0.11474609375,0.11572265625,0.000140057628833375,0.04797063053969233,1717,6.790183067321777,0.0006518604350276291,0.004426251688181615
meta-llama/Llama-4-Scout-17B-16E,norm-embedding,3 sigma,1034179631,-0.1728515625,0.173828125,7.715132793759924e-05,0.053084696887500345,2520,6.857486248016357,0.0007810521638020873,0.005356054472256233
meta-llama/Llama-4-Scout-17B-16E,norm-embedding,4 sigma,1036284654,-0.23046875,0.2314453125,7.468196705461038e-05,0.05371886307861385,3348,6.866045951843262,0.0008759150514379144,0.006014072993083874
meta-llama/Llama-4-Scout-17B-16E,norm-other,0 sigma,107605235200,-3.28125,6.59375,4.392760964829367e-06,0.01351434203291038,1425086,7.206608772277832,0.0008829909493215382,0.006363370321222528
meta-llama/Llama-4-Scout-17B-16E,norm-other,1 sigma,78542710313,-0.01348876953125,0.01348876953125,-5.385027025404688e-07,0.007138202015443992,5021,6.923301696777344,0.0009808347094804049,0.0067906146084038
meta-llama/Llama-4-Scout-17B-16E,norm-other,2 sigma,103822367003,-0.0269775390625,0.0269775390625,-6.991413426437631e-07,0.011144972292352687,8115,7.112455368041992,0.0008180509321391582,0.0058183507436249116
meta-llama/Llama-4-Scout-17B-16E,norm-other,3 sigma,106965312322,-0.04052734375,0.04052734375,-5.176726478481322e-07,0.012232107306386006,11850,7.177943706512451,0.0008096961537376046,0.005811953410908177
meta-llama/Llama-4-Scout-17B-16E,norm-other,4 sigma,107268560959,-0.053955078125,0.053955078125,-4.051959839854666e-07,0.012454755422539474,15615,7.189483165740967,0.0008251924300566316,0.005932707084389033
meta-llama/Llama-4-Scout-17B-16E,norm,0 sigma,693760,-3.28125,6.59375,0.6026772416571354,0.5650841636304129,535,4.558471202850342,0.012225678190588951,0.055730401967115206
meta-llama/Llama-4-Scout-17B-16E,norm,1 sigma,469584,0.03759765625,1.1640625,0.499110148328261,0.3159919582449918,87,4.3783369064331055,0.002147053834050894,0.009400525041723728
meta-llama/Llama-4-Scout-17B-16E,norm,2 sigma,653278,-0.515625,1.7265625,0.5191739960231737,0.46410875618194036,132,4.4771728515625,0.0071428148075938225,0.031979616540297684
meta-llama/Llama-4-Scout-17B-16E,norm,3 sigma,689204,-1.0625,2.296875,0.5906899309011096,0.5462045133738695,182,4.525813102722168,0.008999898098409176,0.04073185673694457
meta-llama/Llama-4-Scout-17B-16E,norm,4 sigma,693549,-1.546875,2.859375,0.6019913796870633,0.5632350244800423,238,4.549533843994141,0.010169070214033127,0.04626452910069645
meta-llama/Llama-4-Scout-17B-16E,other,0 sigma,107604541440,-1.6796875,1.4140625,5.071413612799714e-07,0.01335058385730957,449798,7.206961631774902,0.0008813926833681762,0.006352163251561571
meta-llama/Llama-4-Scout-17B-16E,other,1 sigma,77863125047,-0.0133056640625,0.0133056640625,-5.293024502151672e-07,0.0070586892036720115,4965,6.917965888977051,0.0009865692118182778,0.006825052154473821
meta-llama/Llama-4-Scout-17B-16E,other,2 sigma,103595413332,-0.026611328125,0.026611328125,-7.024618493928881e-07,0.011086167424134668,7968,7.108340740203857,0.0008191309170797467,0.005822661669438511
meta-llama/Llama-4-Scout-17B-16E,other,3 sigma,106937523336,-0.0400390625,0.0400390625,-5.258722166600563e-07,0.01221638680404037,11662,7.177133560180664,0.0008087439928203821,0.0058044636524656745
meta-llama/Llama-4-Scout-17B-16E,other,4 sigma,107260427025,-0.05322265625,0.05322265625,-4.2003867933149764e-07,0.01244653188585639,15460,7.189261436462402,0.0008246581419371068,0.0059286829780931805
meta-llama/Meta-Llama-3-70B,bias-embedding-other,0 sigma,69501714432,-126.5,93.0,-2.2197675433388413e-05,0.015294608805929403,27483414,7.157891750335693,0.0008968339534476399,0.006419440356803807
meta-llama/Meta-Llama-3-70B,bias-embedding-other,1 sigma,54591510421,-0.0152587890625,0.0152587890625,-8.189881325758449e-06,0.007882167924577828,4627,6.962239742279053,0.0008896247600205243,0.006193780859930359
meta-llama/Meta-Llama-3-70B,bias-embedding-other,2 sigma,68235887396,-0.030517578125,0.030517578125,-1.9137591399003137e-05,0.011669945023269429,7799,7.136096000671387,0.000786665768828243,0.005613722446800307
meta-llama/Meta-Llama-3-70B,bias-embedding-other,3 sigma,69368425598,-0.0458984375,0.045654296875,-2.3022679432156557e-05,0.012419970711387887,11542,7.176307678222656,0.0008024174603633583,0.005758394581945492
meta-llama/Meta-Llama-3-70B,bias-embedding-other,4 sigma,69463791610,-0.06103515625,0.06103515625,-2.215902552402876e-05,0.01255782810653299,15225,7.18202543258667,0.0008214012486860156,0.005899324658421412
meta-llama/Meta-Llama-3-70B,bias-embedding,0 sigma,1050673152,-0.16796875,0.1640625,-1.391460431252649e-05,0.009198734664989354,14001,6.873180389404297,0.0010285108583047986,0.007069140661589923
meta-llama/Meta-Llama-3-70B,bias-embedding,1 sigma,727362699,-0.0091552734375,0.0091552734375,-3.4391632213308616e-06,0.0048847639281570324,1042,6.570178985595703,0.0005076607340015471,0.003335421886349055
meta-llama/Meta-Llama-3-70B,bias-embedding,2 sigma,999495710,-0.018310546875,0.018310546875,-9.348862975609971e-06,0.007931238303306082,1617,6.773159027099609,0.0005605535116046667,0.003796718077297534
meta-llama/Meta-Llama-3-70B,bias-embedding,3 sigma,1046169486,-0.027587890625,0.0274658203125,-1.4617009332869226e-05,0.008989729410473159,2367,6.8615403175354,0.00067930668592453,0.00466109021344252
meta-llama/Meta-Llama-3-70B,bias-embedding,4 sigma,1050391932,-0.03662109375,0.03662109375,-1.369342383149845e-05,0.00917630654058882,3120,6.876195907592773,0.0007728794007562101,0.005314470172542607
meta-llama/Meta-Llama-3-70B,bias-norm-embedding-other,0 sigma,69503033344,-126.5,93.0,-1.888036929601209e-05,0.01532776320247908,27793554,7.159631729125977,0.0008962450665421784,0.006416784615488003
meta-llama/Meta-Llama-3-70B,bias-norm-embedding-other,1 sigma,54652875169,-0.01531982421875,0.0152587890625,-2.5373539493352592e-05,0.007894408719798863,4638,6.963134765625,0.0008889359887689352,0.006189781087812207
meta-llama/Meta-Llama-3-70B,bias-norm-embedding-other,2 sigma,68249438967,-0.0306396484375,0.030517578125,-2.5191012112012263e-05,0.011676742701472929,7815,7.136214733123779,0.0007867360254749656,0.005614317216073694
meta-llama/Meta-Llama-3-70B,bias-norm-embedding-other,3 sigma,69370201662,-0.0458984375,0.0458984375,-2.186786562075729e-05,0.012421934998767863,11530,7.1761322021484375,0.000802366528660059,0.005757888284243506
meta-llama/Meta-Llama-3-70B,bias-norm-embedding-other,4 sigma,69464511783,-0.061279296875,0.061279296875,-2.2107697964804927e-05,0.01255919037091304,15343,7.18278694152832,0.0008216340793296695,0.005901622535723794
meta-llama/Meta-Llama-3-70B,bias-norm-embedding,0 sigma,1051992064,-0.16796875,3.328125,0.00020524286115331954,0.012321915855827611,147858,6.881946563720703,0.0010894277365878224,0.007497383468232588
meta-llama/Meta-Llama-3-70B,bias-norm-embedding,1 sigma,865535459,-0.0120849609375,0.01251220703125,0.00010067714825354816,0.006186341546243925,1228,6.640600204467773,0.0005393756437115371,0.0035817780099157703
meta-llama/Meta-Llama-3-70B,bias-norm-embedding,2 sigma,1040369254,-0.0244140625,0.0247802734375,6.944001451765115e-07,0.008803093086550437,2105,6.8416852951049805,0.0006406386382877827,0.004383047951049601
meta-llama/Meta-Llama-3-70B,bias-norm-embedding,3 sigma,1050459348,-0.03662109375,0.037109375,-1.2237646614737728e-05,0.009178423172881069,3125,6.873475551605225,0.0007785129128023982,0.005351089472756254
meta-llama/Meta-Llama-3-70B,bias-norm-embedding,4 sigma,1050731940,-0.049072265625,0.04931640625,-1.2362554466820823e-05,0.009200045752260744,4139,6.872052192687988,0.0008597648702561855,0.0059083490618401235
meta-llama/Meta-Llama-3-70B,bias-norm-other,0 sigma,68452360192,-126.5,93.0,-1.895658866861891e-05,0.015402845086538311,27243120,7.156566143035889,0.000898163125384599,0.006427763814050719
meta-llama/Meta-Llama-3-70B,bias-norm-other,1 sigma,53883635911,-0.015380859375,0.015380859375,-8.312190455443906e-06,0.007943141557319552,4621,6.96408748626709,0.0008868776494637132,0.0061762935404802155
meta-llama/Meta-Llama-3-70B,bias-norm-other,2 sigma,67240257100,-0.03076171875,0.03076171875,-1.9320640054942398e-05,0.011732819950171211,7734,7.13405179977417,0.0007867495296522975,0.005612711897987455
meta-llama/Meta-Llama-3-70B,bias-norm-other,3 sigma,68322873368,-0.046142578125,0.046142578125,-2.2001498141647267e-05,0.012468879276928278,11490,7.174374580383301,0.0008035392966121435,0.00576489190395324
meta-llama/Meta-Llama-3-70B,bias-norm-other,4 sigma,68414455810,-0.0615234375,0.0615234375,-2.2234261762216616e-05,0.012605114070952208,15270,7.180517196655273,0.0008230100502260029,0.005909637818667934
meta-llama/Meta-Llama-3-70B,bias-norm,0 sigma,1318912,-0.1142578125,3.328125,0.17479070802132443,0.1522389292120174,2447,5.118317604064941,0.007359562907367945,0.03766858038700471
meta-llama/Meta-Llama-3-70B,bias-norm,1 sigma,1276230,0.0225830078125,0.326171875,0.16716400244763874,0.05994973136196173,228,5.060738563537598,0.0035165813751518726,0.017796498977049158
meta-llama/Meta-Llama-3-70B,bias-norm,2 sigma,1310032,-0.1142578125,0.478515625,0.16373548449801628,0.06455996650826487,426,5.094440460205078,0.00544092059135437,0.027718446001358643
meta-llama/Meta-Llama-3-70B,bias-norm,3 sigma,1310637,-0.1142578125,0.62890625,0.16391020629497036,0.06506173682068496,528,5.089184761047363,0.00593788456171751,0.030218991624351155
